TRACKNR;KMSTR_E;KMEND_E;KMSTR_V;KMEND_V;TRACKNAME;TRACKSHCUT
4510;99949913;101630016; -0,5 + -86; 16,3 +  16;Laupheim West, W 207 - Schwendi;Laupheim West - Schwendi
4511;100280030;102250056;  2,8 +  30; 22,5 +  56;Warthausen - Ochsenhausen;Warthausen - Ochsenhausen
4512;99979979;102940050; -0,2 + -20; 29,4 +  50;Bad Schussenried, Gl 511 - Riedlingen, G-Bahn;Schussenried - Riedlingen
4513;100000000;100040045;  0,0 +   0;  0,4 +  45;Laupheim West, W 232 - Laupheim West, W 251;Laupheim West, W 232 - W 251
4520;99979981;100420053; -0,2 + -18;  4,2 +  53;Niederbiegen, W 3 - Weingarten (Wuertt), Gl 2;Niederbiegen - Weingarten
4521;100000000;100090065;  0,0 +   0;  0,9 +  65;Baienfurt, Streckenwechsel 4520/4521 - Baienfurt, Gl 2;Baienfurt Strw - Baienfurt
4522;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Ravensburg - Baienfurt;former Track 4522
4523;99989999;100430037; -0,1 +   0;  4,3 +  37;Meckenbeuren, Gl 12 - Tettnang, Gl 2, G-Bahn;Meckenbeuren - Tettnang
4530;100120078;102250012;  1,2 +  78; 22,5 +  12;Friedrichshafen Stadt, W 105 - Switch Lindau-Aeschach, W 2;Friedrichsh. - Lindau-Aeschach
4531;99969936;100070092; -0,3 + -63;  0,7 +  92;Friedrichshafen Stadt, W 262 - Friedrichshafen Hafen;Friedrichshafen Stadt - Hafen
4532;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Friedrichshafen, W 238 - Bw, Gl W 12;former Track 4532
4533;99989945;101060010; -0,1 + -54; 10,6 +  10;Friedrichshafen Stadt, W 253 - Oberteuringen;Friedrichshfn - Oberteuringen
4534;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - (Loewental) ehem Switch Seewald - ehem BK Rotenmoos;former Track 4534
4540;99959962;109260070; -0,4 + -37; 92,6 +  70;Ulm Main-St., W 225 - Sigmaringen;Ulm - Sigmaringen
4541;99949974;100310039; -0,5 + -25;  3,1 +  39;Ulm Main-St., W 265 - Ulm-Soeflingen, W 929;Ulm Main-St. - Ulm-Soeflingen
4542;109280084;109500031; 92,8 +  84; 95,0 +  31;Ulm Main-St., W 3 - Ulm Rbf, W 543;Ulm Main-St., W 3 - Ulm Rbf
4543;107170099;107210043; 71,7 +  99; 72,1 +  43;Ulm Main-St., W 7 - Ulm Rbf, W 8;Ulm Main-St., W 7 - Ulm Rbf
4544;99939992;100170000; -0,6 +  -7;  1,7 +   0;Ulm Main-St., W 280 - Ulm Rbf;Ulm Main-St., W 280 - Ulm Rbf
4550;99929928;108470020; -0,7 + -71; 84,7 +  20;Herbertingen, W 48 - Isny;Herbertingen - Isny
4551;99969913;102350000; -0,3 + -86; 23,5 +   0;Altshausen, W 18 - Burgweiler, Streckenwechsel 4333/4551;Altshausen - Burgweiler
4560;99959936;101910074; -0,4 + -63; 19,1 +  74;Kißlegg, W 14 - Hergatz, W 22;Kißlegg - Hergatz
4561;99949932;101110069; -0,5 + -67; 11,1 +  69;Roßberg, W 15 - Bad Wurzach, Gl 2;Roßberg - Bad Wurzach
4570;99969962;103110028; -0,3 + -37; 31,1 +  28;Leutkirch, W 7 - Memmingen, W 13;Leutkirch - Memmingen
4600;100000000;116140092;  0,0 +   0;161,4 +  92;Plochingen --Horb-- - Immendingen, W 17;Plochingen - Immendingen
4610;99929955;101760029; -0,7 + -44; 17,6 +  29;Wendlingen (Neckar), W 3 - Oberlenningen, Gl 1;Wendlingen - Oberlenningen
4611;99979918;100790034; -0,2 + -81;  7,9 +  34;Kirchheim (Teck), W 39 - Weilheim (Teck);Kirchheim - Weilheim
4612;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Kirchheim (Teck)-Ötlingen - Kirchheim (Teck) South;former Track 4612
4613;100000000;100380058;  0,0 +   0;  3,8 +  58;Wendlingen (Neckar) Suedumf. - Kirchheim (Teck)-Ötlingen, S-Bahn (Plan);Wendlingen - Kirchh.-Ötlingen
4614;100000000;100100084;  0,0 +   0;  1,0 +  84;Switch Unterboihingen, W 201 - Switch Oberboihingen, W 101;Unterboihingen - Oberboihingen
4615;100000000;100110032;  0,0 +   0;  1,1 +  32;Wendlingen (Neckar), W 64 - Switch Wendlingen Ruebholz, W 11;Wendlingen - Switch Ruebholz
4620;100010005;105840034;  0,1 +   5; 58,4 +  34;Reutlingen Main-St., Gl 1 M - Schelklingen, W 502;Reutlingen - Schelklingen
4621;99969924;101230090; -0,3 + -75; 12,3 +  90;Metzingen, W 605 - Urach, G-Bahn;Metzingen - Urach
4630;99979903;108750006; -0,2 + -96; 87,5 +   6;Tuebingen Main-St., W 43 - Sigmaringen;Tuebingen - Sigmaringen
4631;104660082;104950094; 46,6 +  82; 49,5 +  94;Tuebingen Gbf, W 3 - Tuebingen Main-St., W 87;Tuebingen Gbf - Main-St.
4632;100000000;100100024;  0,0 +   0;  1,0 +  24;Tuebingen Main-St., W 88 - Bw Tuebingen, Gl 24 W;Tuebingen Main-St. - Bw
4633;100010005;102120058;  0,1 +   5; 21,2 +  58;Tuebingen Main-St., Gl 13 - Herrenberg, Gl 102;Tuebingen - Herrenberg
4634;99969975;102910090; -0,3 + -24; 29,1 +  90;Balingen (Wuertt), W 6 - Rottweil, W 31;Balingen - Rottweil
4640;108070090;108210046; 80,7 +  90; 82,1 +  46;Horb, W 69 - Horb, W 224;Horb, W 69 - W 224
4650;99969977;102750010; -0,3 + -22; 27,5 +  10;Rottweil, W 29 - Villingen (Schwarzw), W 5;Rottweil - Villingen
4660;99899916;103710019; -1,0 + -83; 37,1 +  19;Tuttlingen, W 23 - Switch Inzigkofen, W 151;Tuttlingen - Switch Inzigkofen
4661;99929940;100840065; -0,7 + -59;  8,4 +  65;Tuttlingen, W 1 - Hattingen (Baden), W 26;Tuttlingen - Hattingen
4700;100000020;109870099;  0,0 +  20; 98,7 +  99;Stuttgart Main-St. - Neu-Ulm, W 643;Stuttgart - Neu-Ulm
4701;100000027;102210097;  0,0 +  27; 22,1 +  97;Stuttgart Main-St. - Plochingen;Stuttgart - Plochingen
4702;100000020;100220095;  0,0 +  20;  2,2 +  95;Stuttgart Main-St. - Stuttgart Bbf, Gl 737;Stuttgart Main-St. - Bbf
4703;100000000;100690014;  0,0 +   0;  6,9 +  14;Stuttgart Main-St. - Stuttgart-Obertuerkheim, W 93;Stg Main-St. - Stg-Obertuerkheim
4704;100000000;100190056;  0,0 +   0;  1,9 +  56;Switch Stuttgart Heerstraße, W 742 - Stuttgart Flughafen/Messe, W 703;Switch Stg Heerstr. - Stg Flugh.
4705;100000000;100300048;  0,0 +   0;  3,0 +  48;Switch Stuttgart Heerstraße, W 731 - Switch Stuttgart-Plieningen, W 761;Switch Stg Heerstr. - Plieningen
4710;99949994;111210008; -0,5 +  -5;112,1 +   8;Stuttgart-Bad Cannstatt, W 5 - Noerdlingen, W 118;Stg-Bad Cannstatt - Noerdlingen
4711;100030047;100230088;  0,3 +  47;  2,3 +  88;Stuttgart-Bad Cannstatt, W 28 - Stuttgart-Untertuerkheim, W 202;Cannstatt - Untertuerkheim
4712;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Stuttgart-Bad Cannstatt - Stg-Untertuerkheim;former Track 4712
4713;99959939;100850026; -0,4 + -60;  8,5 +  26;Stuttgart-Bad Cannstatt, W 8 - Waiblingen;Stg-Bad Cannstatt - Waiblingen
4714;100630041;100890083;  6,3 +  41;  8,9 +  83;Fellbach, W 440 - Waiblingen, W 212;Fellbach - Waiblingen
4715;100000000;100480000;  0,0 +   0;  4,8 +   0;Stuttgart Main-St. - Stuttgart-Bad Cannstatt;Stg Main-St. - Stg-Bad Cannstatt
4716;100130099;100340069;  1,3 +  99;  3,4 +  69;Stuttgart Mittnachtstraße, W 101 - Stuttgart-Bad Cannstatt;Stg Mittnachtstr - Bad Cannst.
4717;100000000;100010000;  0,0 +   0;  0,1 +   0;reserved Track - Stg-Bad Cannstatt - Stg-Untertuerkheim (Plng);reserved Track 4717
4720;99969942;101160051; -0,3 + -57; 11,6 +  51;Stuttgart-Untertuerkheim, W 45 - Kornwestheim Pbf, W 453;Untertuerkheim - Kornwestheim
4721;99989924;100320024; -0,1 + -75;  3,2 +  24;Stuttgart-Untertuerkheim, W 54 - Switch Stuttgart Nuernberger Str., W 304;Untertuerkheim - Nuernberger Str
4722;100000000;100120006;  0,0 +   0;  1,2 +   6;Stuttgart-Untertuerkheim, W 520 - Stuttgart-Bad Cannstatt Gbf, Gl 633;Untertuerkheim - Cannstatt Gbf
4723;100170070;100600025;  1,7 +  70;  6,0 +  25;Stuttgart-Untertuerkheim - Stuttgart Hafen, W 802;Untertuerkh. - Stg Hafen, W 802
4724;100020019;100390007;  0,2 +  19;  3,9 +   7;Stuttgart-Untertuerkheim, W 57 - Stuttgart Hafen;Untertuerkh., W 57 - Stg Hafen
4725;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Stuttgart Hafen, W 1 - Stuttgart East (Glan), W 31;former Track 4725
4726;99939993;100200000; -0,6 +  -6;  2,0 +   0;Switch Stuttgart-Wangen, W 99 - Stuttgart-Untertuerkheim;Stg-Wangen - Stg-Untertuerkheim
4727;100000000;100060083;  0,0 +   0;  0,6 +  83;Stuttgart-Untertuerkheim, W 518 - Stuttgart Neckarpark, W 814;Stg-Untertuerkheim - Neckarpark
4730;100000082;101240057;  0,0 +  82; 12,4 +  57;Goeppingen, Gl 13 - Bad Boll, Gl 2;Goeppingen - Bad Boll
4731;99959912;101050000; -0,4 + -87; 10,5 +   0;Sueßen - Weißenstein (Wuertt);Sueßen - Weißenstein
4740;99969901;100520000; -0,3 + -98;  5,2 +   0;Geislingen (Steige), W 60 - Geislingen-Altenstadt;Geislingen - Altenstadt
4741;100000000;100160000;  0,0 +   0;  1,6 +   0;former Track - Switch Helfenstein - Bbf Eybtal;former Track 4741
4742;105790080;106030020; 57,9 +  80; 60,3 +  20;former Track - Geislingen West - Bbf Eybtal;former Track 4742
4743;105980020;106120090; 59,8 +  20; 61,2 +  90;former Track - Bbf Eybtal - Geislingen (Steige);former Track 4743
4750;100010010;102760037;  0,1 +  10; 27,6 +  37;Schwaebisch Gmuend - Goeppingen, W 83, G-Bahn;Schwaebisch Gmuend - Goeppingen
4751;99979946;102300030; -0,2 + -53; 23,0 +  30;Schorndorf, W 944 - Welzheim, Gl 2;Schorndorf - Welzheim
4752;100000000;100440040;  0,0 +   0;  4,4 +  40;former Track - Unterboebingen - Heubach;former Track 4752
4760;99969961;107210099; -0,3 + -38; 72,1 +  99;Aalen Main-St., W 81 - Ulm Main-St., W 1164;Aalen - Ulm
4800;100000020;106240096;  0,0 +  20; 62,4 +  96;Stuttgart Main-St. - Bretten, Streckenwechsel 4130/4800;Stuttgart - Bretten
4801;100000020;102370001;  0,0 +  20; 23,7 +   1;Stuttgart Main-St. - Bietigheim-Bissingen, W 270;Stuttgart - Bietigheim
4802;100000075;100340058;  0,0 +  75;  3,4 +  58;Stuttgart Main-St., Gl 1 - Stuttgart North Gbf;Stuttgart Main-St. - Stg North Gbf
4803;100000032;100110051;  0,0 +  32;  1,1 +  51;Stuttgart North Gbf, W 227 - Stuttgart Main-St., W 70;Stuttgart North - Stuttgart Main-St.
4804;100080056;100230087;  0,8 +  56;  2,3 +  87;Stuttgart Main-St. - Stuttgart North Gbf;Stuttgart Main-St. - Stuttgart Nord
4805;100000019;100270035;  0,0 +  19;  2,7 +  35;Stuttgart Main-St. tief - Stuttgart Nordbahnhof;Stg Main-St. tief - Stg Nordbahnhof
4810;99949922;104840050; -0,5 + -77; 48,4 +  50;Stuttgart-Zuffenhausen, W 6 - Calw Sued, Gl 3;Zuffenhausen - Calw
4811;100510090;100950027;  5,1 +  90;  9,5 +  27;Stuttgart-Zuffenhausen, W 103 - Kornwestheim Rbf, W 17;Stg-Zuffenh. - Kornwestheim
4812;100900012;101060013;  9,0 +  12; 10,6 +  13;Stuttgart-Zazenhausen, W 655 - Stuttgart-Zuffenhausen, W 577;Stg-Zazenhausen - Zuffenhausen
4813;100000000;108850000;  0,0 +   0; 88,5 +   0;Stuttgart-Feuerbach - Ulm Main-St. (Planning Title);Stuttgart-Feuerbach - Ulm Main-St.
4820;100940098;101510074;  9,4 +  98; 15,1 +  74;Stuttgart-Zazenhausen, W 666 --Rbf-- - Ludwigsburg, W 19;Stg-Zazenh., W 666 - Ludwigsb.
4821;100000032;100350043;  0,0 +  32;  3,5 +  43;Kornwestheim Rbf, W 10 - Korntal, W 2, G-Bahn;Kornwestheim - Korntal
4822;100000099;100060020;  0,0 +  99;  0,6 +  20;Kornwestheim Rbf, W 506 - Stuttgart-Stammheim, G-Bahn;Kornwestheim - Stammheim
4823;99979996;100110090; -0,2 +  -3;  1,1 +  90;Kornwestheim Rbf, W 957 - Kornwestheim Rbf, Gl Wst 26;Kornwesth., W 957 - Gl Wst 26
4824;99999982;100090060;  0,0 + -17;  0,9 +  60;Kornwestheim Rbf, W 923 - Kornwestheim Ubf, Gl Wst 2;Kornwestheim Rbf - Ubf
4825;101300074;101470008; 13,0 +  74; 14,7 +   8;former Track - Kornwestheim Rbf, W 267 - Ludwigsburg;former Track 4825
4826;100930010;101490082;  9,3 +  10; 14,9 +  82;Stuttgart-Zazenhausen, W 656 --Rbf-- - Ludwigsburg, W 5;Stg-Zazenh., W 656 - Ludwigsb.
4827;109590041;109690000; 95,9 +  41; 96,9 +   0;Switch Langes Feld, W 573 - Kornwestheim Rbf, G-Bahn;Langes Feld - Kornwestheim
4828;101060077;101360022; 10,6 +  77; 13,6 +  22;Kornwestheim Rbf, W 16 - Switch Kornwestheim Karlshoehe, W 202;Kornwestheim Rbf - Karlshoehe
4830;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Ludwigsburg - Freiberg (Neckar);former Track 4830
4831;99949970;100850028; -0,5 + -29;  8,5 +  28;Ludwigsburg, W 4 - Markgroeningen, Gl 2;Ludwigsburg - Markgroeningen
4840;103770052;103900064; 37,7 +  52; 39,0 +  64;Muehlacker, W 183 - Muehlacker, W 127;Muehlacker, W 183 - W 127
4841;99939991;100250060; -0,6 +  -8;  2,5 +  60;Maulbronn West, W 653 - Maulbronn, Gl 1;Maulbronn West - Maulbronn
4842;113410008;114120049;134,1 +   8;141,2 +  49;Sersheim, Streckenwechsel 4800/4842 - Illingen, Streckenw. 4842/4800;Sersheim - Illingen
4843;103470030;103630070; 34,7 +  30; 36,3 +  70;Switch Sersheim Aischbach, W 663 - Vaihingen (Enz) Nord, G-Bahn;Switch Aischbach - Vaihingen N
4850;100000091;105660055;  0,0 +  91; 56,6 +  55;Pforzheim Main-St. - Hochdorf (b Horb), W 1;Pforzheim - Hochdorf
4851;99999926;101990083;  0,0 + -73; 19,9 +  83;Broetzingen Mitte, W 104 - Bad Wildbad, Gl 1;Broetzingen Mitte - Bad Wildbad
4852;100000000;101510020;  0,0 +   0; 15,1 +  20;former Track - Nagold - Altensteig;former Track 4852
4853;100010001;100260059;  0,1 +   1;  2,6 +  59;former Track - Pforzheim Main-St. - Broetzingen Mitte;former Track 4853
4860;100000021;106910055;  0,0 +  21; 69,1 +  55;Stuttgart Main-St. - Horb, W 227;Stuttgart - Horb
4861;99919996;102800060; -0,8 +  -3; 28,0 +  60;Stuttgart Main-St., W 117 - Filderstadt, S-Bahn;Stuttgart - Filderstadt
4862;100050030;100540020;  0,5 +  30;  5,4 +  20;former Track - Stuttgart-Vaihingen - Leinfelden;former Track 4862
4863;100000000;101170000;  0,0 +   0; 11,7 +   0;former Track - Leinfelden - Waldenbuch;former Track 4863
4864;100000000;100150002;  0,0 +   0;  1,5 +   2;Stuttgart Schwabstraße, W 91 - Stuttgart Schwabstraße, W 95;Stg Schwabstraße, W 91 - W 95
4870;99949986;101460062; -0,5 + -13; 14,6 +  62;Boeblingen, W 50 - Renningen, W 5;Boeblingen - Renningen
4871;99989911;101710092; -0,1 + -88; 17,1 +  92;Boeblingen, W 13 - Dettenhausen, Gl 2;Boeblingen - Dettenhausen
4872;99989956;100310090; -0,1 + -43;  3,1 +  90;Schoenaicher First, W 1 - Schoenaich, G-Bahn;Schoenaicher First - Schoenaich
4873;100000000;100100087;  0,0 +   0;  1,0 +  87;Stuttgart-Vaihingen, W 402 - Stuttgart-Vaihingen, W 412;Stg-Vaihingen, W 402 - W 412
4880;99929961;105470082; -0,7 + -38; 54,7 +  82;Eutingen im Gaeu, W 503 - Schiltach;Eutingen - Schiltach
4881;100000000;100110080;  0,0 +   0;  1,1 +  80;Eutingen im Gaeu, W 528 - Eutingen im Gaeu, W 531;Eutingen, W 528 - W 531
4900;102280097;110200073; 22,8 +  97;102,0 +  73;Bietigheim-Bissingen, W 92 - Osterburken, W 67;Bietigheim - Osterburken
4901;100070024;102030015;  0,7 +  24; 20,3 +  15;Lauffen (Neckar) - Leonbronn, Gl 1, G-Bahn;Lauffen - Leonbronn
4902;101930076;102580041; 19,3 +  76; 25,8 +  41;Freiberg (Neckar) - Bietigheim-Bissingen;Freiberg (Neckar) - Bietigheim
4910;104850006;105340061; 48,5 +   6; 53,4 +  61;Heilbronn-Klingenberg, W 52 - Heilbronn Main-St., W 965;HN-Klingenberg - Heilbronn Main-St.
4911;100000000;100080082;  0,0 +   0;  0,8 +  82;Heilbronn Gbf, Gl 66 - Heilbronn Main-St.;Heilbronn Gbf - Main-St.
4912;100000000;100040024;  0,0 +   0;  0,4 +  24;Heilbronn Main-St., W 672 - Heilbronn Main-St., Gl 505;Heilbronn Main-St., W 672 - Gl 505
4913;99969911;100100001; -0,3 + -88;  1,0 +   1;Heilbronn Main-St., W 611 - Heilbronn Hafen;Heilbronn Main-St. - HN Hafen
4914;100450086;100610034;  4,5 +  86;  6,1 +  34;Neckarsulm Borderline AVG/SWH - Neckarsulm, W 45;Neckarsulm Borderline - Neckarsulm
4920;99979974;103140024; -0,2 + -25; 31,4 +  24;Lauda, W 23 - Wertheim;Lauda - Wertheim
4921;99929947;100630072; -0,7 + -52;  6,3 +  72;Tauberbischofsheim, W 30 - Koenigheim, G-Bahn;Tauberbischofsheim - Koenigheim
4922;100000017;100610009;  0,0 +  17;  6,1 +   9;Koenigshofen (Baden), W 103 - Bad Mergentheim, Streckenw. 4922/4953;Koenigshofen - Bad Mergentheim
4930;100000000;106110047;  0,0 +   0; 61,1 +  47;Waiblingen - Schwaebisch Hall-Hessental, W 218;Waiblingen - SHA Hessental
4931;99949942;102400009; -0,5 + -57; 24,0 +   9;Backnang, W 69 - Ludwigsburg, W 64;Backnang - Ludwigsburg
4932;99969926;103700021; -0,3 + -73; 37,0 +  21;Marbach (Neckar) - Heilbronn Karlstor;Marbach - Heilbronn Karlstor
4940;99949988;103040049; -0,5 + -11; 30,4 +  49;Goldshoefe, W 1 - Crailsheim;Goldshoefe - Crailsheim
4950;103040046;114000008; 30,4 +  46;140,0 +   8;Crailsheim - Eppingen, W 62;Crailsheim - Eppingen
4951;100000002;101030012;  0,0 +   2; 10,3 +  12;Crailsheim - Schnelldorf, Streckenwechsel 4951/5902;Crailsheim - Schnelldorf
4952;100010006;100260060;  0,1 +   6;  2,6 +  60;Crailsheim - Crailsheim Flugplatz;Crailsheim - Flugplatz
4953;100000004;106020081;  0,0 +   4; 60,2 +  81;Crailsheim - Bad Mergentheim, Streckenwechsel 4922/4953;Crailsheim - Bad Mergentheim
4954;99969986;101210047; -0,3 + -13; 12,1 +  47;Blaufelden, W 15 - Langenburg, Gl 1, G-Bahn;Blaufelden - Langenburg
4955;99969929;100020090; -0,3 + -70;  0,2 +  90;Weikersheim - Schaeftersheim, G-Bahn;Weikersheim - Schaeftersheim
4956;99989970;102370024; -0,1 + -29; 23,7 +  24;Waldenburg (Wuertt), Gl 51 - Forchtenberg, Gl 2, G-Bahn;Waldenburg - Forchtenberg
5000;100080059;102290042;  0,8 +  59; 22,9 +  42;Bayreuth Main-St., W 63 - Warmensteinach, Gl 1;Bayreuth - Warmensteinach
5001;100010019;101860066;  0,1 +  19; 18,6 +  66;Schnabelwaid, W 21 - Bayreuth Main-St., W 46;Schnabelwaid - Bayreuth
5002;100150084;103280060;  1,5 +  84; 32,8 +  60;former Switch Bayreuth Kreuzstein - Hollfeld;Switch Kreuzstein - Hollfeld
5003;100510011;104240094;  5,1 +  11; 42,4 +  94;Bayreuth Altstadt - Kulmbach, W 53;Bayreuth Altstadt - Kulmbach
5004;100010061;100480046;  0,1 +  61;  4,8 +  46;Untersteinach (b Stadtsteinach), W 9 - Stadtsteinach, Gl 2;Untersteinach - Stadtsteinach
5005;100010005;100530084;  0,1 +   5;  5,3 +  84;Falls - Gefrees;Falls - Gefrees
5006;100270037;102100035;  2,7 +  37; 21,0 +  35;Neuenmarkt-Wirsberg, W 1 - Bischofsgruen, Gl 2;Neuenm.-Wirsb. - Bischofsgruen
5007;100000000;100070032;  0,0 +   0;  0,7 +  32;Neuenmarkt-Wirsberg, W 124 - Neuenmarkt-Wirsberg, W 121;Neuenmarkt-Wirsb., W124 - W121
5010;99929912;105290040; -0,7 + -87; 52,9 +  40;Hochstadt-Marktzeuln, W 12 - Probstzella, Streckenwechsel 6383/5010;Hochst.-Marktz. - Probstzella
5011;100000085;100520092;  0,0 +  85;  5,2 +  92;Neuses (b Kronach), Gl 1 - Weißenbrunn, Gl A, G-Bahn;Neuses - Weißenbrunn
5012;99949914;102500040; -0,5 + -85; 25,0 +  40;Kronach, W 72 - Nordhalben, Gl 2, G-Bahn;Kronach - Nordhalben
5013;103000025;103520042; 30,0 +  25; 35,2 +  42;(Sonneberg) Burggrub - Stockheim (Oberfr);Burggrub - Stockheim
5014;99949954;101680028; -0,5 + -45; 16,8 +  28;Pressig-Rothenkirchen, W 254 - Tettau;Pressig-Rothenkirchen - Tettau
5015;100000000;100530040;  0,0 +   0;  5,3 +  40;Ludwigsstadt - (Lehesten);Ludwigsstadt - (RB-Borderline)
5020;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - (DB-Borderline) Feilitzsch - Hof (Saale) Main-St., W 121   (new Track 6362);former Track 5020
5021;100100038;102700035;  1,0 +  38; 27,0 +  35;Hof Main-St., W 101 - Bad Steben;Hof - Bad Steben
5022;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - (DB-Borderline) Lichtenberg (Oberfr) - Marxgruen       (new Track 6683);former Track 5022
5023;100010045;100990033;  0,1 +  45;  9,9 +  33;Naila - Schwarzenbach a Wald;Naila - Schwarzenbach
5024;99969957;101080059; -0,3 + -42; 10,8 +  59;Selbitz - Helmbrechts;Selbitz - Helmbrechts
5025;99999954;100930086;  0,0 + -45;  9,3 +  86;Muenchberg, Gl 1 - Helmbrechts;Muenchberg - Helmbrechts
5026;99959922;101020025; -0,4 + -77; 10,2 +  25;Muenchberg - Zell (Oberfr.);Muenchberg - Zell
5027;102950089;105470085; 29,5 +  89; 54,7 +  85;Selb-Ploeßberg Borderline - Oberkotzau, W 445;Selb-Ploeßberg - Oberkotzau
5030;99919923;101480068; -0,8 + -76; 14,8 +  68;Neusorg - Fichtelberg;Neusorg - Fichtelberg
5031;100000005;101050090;  0,0 +   5; 10,5 +  90;Wunsiedel-Holenbrunn - Leupoldsdorf;Wunsied-Holenbr - Leupoldsdorf
5032;99949955;102270074; -0,5 + -44; 22,7 +  74;Wunsiedel-Holenbrunn, W 3 - Selb Stadt;Wunsiedel-Holenbr - Selb Stadt
5033;100010060;100360006;  0,1 +  60;  3,6 +   6;Selb-Ploeßberg, W 1 - Selb Stadt;Selb-Ploeßberg - Selb Stadt
5034;100010003;100170070;  0,1 +   3;  1,7 +  70;Selb Stadt - Ludwigsmuehle;Selb Stadt - Ludwigsmuehle
5035;100030081;101340078;  0,3 +  81; 13,4 +  78;Kirchenlamitz East - Weißenstadt;Kirchenlamitz East - Weißenst.
5040;99969920;101960063; -0,3 + -79; 19,6 +  63;Wiesau (Oberpf), W 4 - Waldsassen (DB-Borderline), G-Bahn;Wiesau - Waldsassen
5041;100020065;102430047;  0,2 +  65; 24,3 +  47;Wiesau (Oberpf) - Baernau (Oberpf);Wiesau - Baernau
5042;100000076;100640078;  0,0 +  76;  6,4 +  78;Reuth (b Erbendorf) - Erbendorf Nord;Reuth - Erbendorf Nord
5050;100000000;108720059;  0,0 +   0; 87,2 +  59;Weiden (Oberpf) - Oberkotzau, W 444;Weiden - Oberkotzau
5051;99959913;107840085; -0,4 + -86; 78,4 +  85;Weiden (Oberpf), W 22 - Neuenmarkt-Wirsberg, W 115;Weiden - Neuenmarkt-Wirsberg
5052;100020052;102080000;  0,2 +  52; 20,8 +   0;Pressath, W 23 - Kirchenthumbach, G-Bahn;Pressath - Kirchenthumbach
5053;99999966;100370070;  0,0 + -33;  3,7 +  70;Grafenwoehr, W 1 - Grafenwoehr Lager (Glan), Gl 22, G-Bahn;Grafenwoehr W1 - Lager
5054;99949949;104980041; -0,5 + -50; 49,8 +  41;Neustadt (Waldnaab) - Eslarn;Neustadt (Waldnaab) - Eslarn
5055;100070000;100640024;  0,7 +   0;  6,4 +  24;Floß - Flossenbuerg;Floß - Flossenbuerg
5060;100040097;105170029;  0,4 +  97; 51,7 +  29;Neukirchen (b Sulzbach-Rosenberg), W 63 - Weiden (Oberpf), W 171;Neukirchen - Weiden
5061;99989920;100410065; -0,1 + -79;  4,1 +  65;Vilseck, W 2 - Vilseck Lager;Vilseck - Vilseck Lager
5062;99959990;102130081; -0,4 +  -9; 21,3 +  81;Amberg, W 46 - Schnaittenbach;Amberg - Schnaittenbach
5063;100030094;102380033;  0,3 +  94; 23,8 +  33;Amberg - Schmidmuehlen;Amberg - Schmidmuehlen
5064;100250064;102860090;  2,5 +  64; 28,6 +  90;Drahthammer - Lauterhofen;Drahthammer - Lauterhofen
5100;100000000;112760037;  0,0 +   0;127,6 +  37;Bamberg - Hof Main-St., W 121;Bamberg - Hof
5101;100080035;100370000;  0,8 +  35;  3,7 +   0;Bamberg, W 196 - Bamberg Hafen (Glan);Bamberg - Bamberg Hafen
5102;99969978;109250054; -0,3 + -21; 92,5 +  54;Bamberg, W 112 - Rottendorf, W 32;Bamberg - Rottendorf
5103;100100041;100200060;  1,0 +  41;  2,0 +  60;Hallstadt (b Bamberg), W 503 - Switch Hoeflein, W 302;Hallstadt - Hoeflein
5104;100060007;103380070;  0,6 +   7; 33,8 +  70;Breitengueßbach, W 25 - Maroldsweisach;Breitengueßb. - Maroldsweisach
5105;99959900;103180096; -0,4 + -99; 31,8 +  96;Breitengueßbach - Dietersdorf (Oberfr);Breitengueßbach - Dietersdorf
5106;100000000;100250000;  0,0 +   0;  2,5 +   0;Bamberg - Switch Hoeflein (Planning Title);Bamberg - Switch Hoeflein
5107;100000000;100250000;  0,0 +   0;  2,5 +   0;reserved Track - Switch Hoeflein - Bamberg Hafen;reserved Track 5107
5110;99969960;103680052; -0,3 + -39; 36,8 +  52;Strullendorf, W 22 - Ebrach, Gl 1, G-Bahn;Strullendorf - Ebrach
5111;99999907;102410035;  0,0 + -92; 24,1 +  35;Frensdorf, W 1 - Schluesselfeld, Gl 2;Frensdorf - Schluesselfeld
5112;100140064;102280084;  1,4 +  64; 22,8 +  84;former Switch Forchheim Augrabenbruecke - Hoechstadt (Aisch), Gl 2;Forchheim - Hoechstadt
5113;99969972;101510096; -0,3 + -27; 15,1 +  96;Forchheim (Oberfr), W 26 - Ebermannstadt;Forchheim - Ebermannstadt
5114;99899913;101370078; -1,0 + -86; 13,7 +  78;Bamberg, W 5 - Scheßlitz;Bamberg - Scheßlitz
5120;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - (DB-Borderline) Tiefenlauter - Lichtenfels, W 38      (new Track 6311);former Track 5120
